Timestamp,First Name,Last Name,Age,Sex,Current place of residence: City/State,Current place of residence: Country,Highest level of formal education,At what age did you start learning ENGLISH?,At what age did you start learning SPANISH?,At what age did you start to feel comfortable using ENGLISH?,At what age did you start to feel comfortable using SPANISH?,"How many years of classes (grammar, history, math, etc.) have you had in ENGLISH (primary school through university)?","How many years of classes (grammar, history, math, etc.) have you had in SPANISH (primary school through university)?",How many years have you spent in a country/region where ENGLISH is spoken? ,How many years have you spent in a country/region where SPANISH is spoken? ,How many years have you spent in a family where ENGLISH is spoken?     ,How many years have you spent in a family where SPANISH is spoken?     ,How many years have you spent in a work environment where ENGLISH is spoken?       ,How many years have you spent in a work environment where SPANISH is spoken?       ,"In an average week, what percentage of the time do you use ENGLISH with friends?  ","In an average week, what percentage of the time do you use SPANISH with friends?  ","In an average week, what percentage of the time do you use OTHER LANGUAGES with friends?  "," In an average week, what percentage of the time do you use ENGLISH with family?  "," In an average week, what percentage of the time do you use SPANISH with family?  "," In an average week, what percentage of the time do you use OTHER LANGUAGES with family?  ","In an average week, what percentage of the time do you use ENGLISH at school/work?  ","In an average week, what percentage of the time do you use SPANISH at school/work?  ","In an average week, what percentage of the time do you use OTHER LANGUAGES at school/work?  ","When you talk to yourself, how often do you talk to yourself in ENGLISH?","When you talk to yourself, how often do you talk to yourself in SPANISH?","When you talk to yourself, how often do you talk to yourself in OTHER LANGUAGES?","When you count, how often do you count in ENGLISH?","When you count, how often do you count in SPANISH?","When you count, how often do you count in OTHER LANGUAGES?",How well do you speak ENGLISH?,How well do you speak SPANISH?,How well do you understand ENGLISH?,How well do you understand SPANISH?,How well do you read ENGLISH?,How well do you read SPANISH?,How well do you write ENGLISH?,How well do you write SPANISH?,,Do you speak any languages in addition to English and Spanish?,What is your prolific ID?,Age,Sex,Current place of residence: City/State,Current place of residence: Country,Highest level of formal education,,I feel like myself when I speak ENGLISH.,I feel like myself when I speak SPANISH.,I identify with an ENGLISH-speaking culture.   ,I identify with a SPANISH-speaking culture.   ,It is important to me to use (or eventually use) ENGLISH like a native speaker.,It is important to me to use (or eventually use) SPANISH like a native speaker.,I want others to think I am a native speaker of ENGLISH.,I want others to think I am a native speaker of SPANISH.
3/9/2022 21:46:03,,,19,M,florida,usa,Some college,1,Since birth,5,2,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,no,60d79f82b917a3cfd6643432,19,M,florida,usa,Some college,,,,,,,,,
3/9/2022 21:47:40,,,19,M,florida,usa,Some college,1,Since birth,5,2,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,no,60d79f82b917a3cfd6643432,19,M,florida,usa,Some college,,,,,,,,,
3/9/2022 21:50:51,,,44,F,El Paso Texas,USA,"College (B.A, B.S.)",Since birth,13,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,4,6,3,,no,60bc18bb8b971280ef13060c,44,F,El Paso TX,USA,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 22:05:02,,,26,F,"Costa Mesa, CA",United States,"College (B.A, B.S.)",Since birth,Since birth,3,7,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,6,6,5,6,4,,no,6112c911a83cc494df38b468,26,F,"Costa Mesa, CA",United States,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 22:11:56,,,56,F,"Dallas, TX",United States,"College (B.A, B.S.)",Since birth,16,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,2,6,4,6,4,,no,5ddc07391e42a9000b2622be,56,F,Dallas/Texas,United States,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 22:57:09,,,38,F,"Spokane, WA",United States,"College (B.A, B.S.)",Since birth,17,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,5,6,3,,no,60fe4c46e72a8b28dc55d376,38,F,"Spokane, WA",United Statest,"College (B.A, B.S.)",,,,,,,,,
3/9/2022 23:20:28,,,54,F,Dallas Texas,USA,Some graduate school,Since birth,13,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,4,6,4,,no,58477607f1b9b3000192bb01,54,F,Dallas Texas,USA,Some graduate school,,,,,,,,,
3/9/2022 23:43:44,,,41,M,"Bardstown, KY",United States,Some college,Since birth,12,For as long as I can remember.,16,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,5,6,4,,no,61094c7cb8c79b6a734c2d0c,41,M,"Bardstown, KY",United States,Some college,,,,,,,,,
3/9/2022 23:45:57,,,22,F,"Provo, Utah",United States of America ,High school,Since birth,12,For as long as I can remember.,16,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,4,6,4,,no,60fdf50aedd35312d90f94fd,22,F,"Provo, Utah",United States of America,High school,,,,,,,,,
3/10/2022 0:12:20,,,27,F,"Twentynine Palms, CA",United States,"College (B.A, B.S.)",Since birth,14,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,4,,no,554856d0fdf99b34b6cc7276,27,F,"Twentynine Palms, CA",United States,"College (B.A, B.S.)",,,,,,,,,
3/10/2022 1:09:46,,,19,F,Closter/New Jersey,United States,High school,Since birth,8,For as long as I can remember.,16,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,4,6,3,,no,60ffa9bbd163f789346ac5d0,19,F,Closter/New Jersey,United States,High school,,,,,,,,,
3/10/2022 2:30:17,,,30,F,"Gahanna, OH",United States,Masters,Since birth,9,For as long as I can remember.,18,,,,,,,,,,,,,,,,,,,,,,,,5,3,6,3,5,4,5,1,,no,60dcfda0c88e0fd28fa697ea,30,F,Gahanna ohio,United States,Masters,,,,,,,,,
3/10/2022 3:16:56,,,26,F,"Portland, OR",United States,"College (B.A, B.S.)",Since birth,12,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,2,6,3,6,2,,no,5e58746787155c085baee6c2,26,F,"Portland, OR",United States,"College (B.A, B.S.)",,,,,,,,,
3/10/2022 3:27:14,,,19,M,Renton Washington ,united states ,High school,Since birth,Since birth,3,3,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,,yes,614aaaf1d62c373fbc79d0ac,19,M,renton Washington ,united states ,High school,,,,,,,,,
3/10/2022 7:22:30,,,39,F,"Wilmington, NC",USA,"College (B.A, B.S.)",Since birth,15,For as long as I can remember.,17,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,5,6,4,,no,558a9729fdf99b6567d005ab,39,F,Wilmington/North Carolina,United States,"College (B.A, B.S.)",,,,,,,,,
3/10/2022 7:28:34,,,46,F,"Alexandria, VA",USA,Masters,Since birth,12,,16,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,6,6,5,,yes,5f989fa02b5a611b2df1a305,46,F,"Alexandria, VA",USA,Masters,,,,,,,,,
3/10/2022 7:47:30,,,29,F,"Knoxville, TN",USA,"College (B.A, B.S.)",Since birth,13,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,3,6,4,6,4,,no,61109630acfae1a4345bcdfd,29,F,"Knoxville, TN",USA,"College (B.A, B.S.)",,,,,,,,,
3/10/2022 7:48:59,,,22,F,Brooklyn NY,USA,Some college,Since birth,13,For as long as I can remember.,17,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,4,6,4,,no,60fe210057162f1767455739,22,F,Brooklyn NY,USA,Some college,,,,,,,,,
3/10/2022 8:02:04,,,21,F,"Orlando, Florida",USA,Some college,Since birth,3,For as long as I can remember.,17,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,5,,no,60fcbe2b7b4649ea3cec1ab3,21,F,"Orlando, Florida",USA,Some college,,,,,,,,,
3/10/2022 8:16:09,,,26,F,Wisconsin,USA,"College (B.A, B.S.)",Since birth,13,For as long as I can remember.,19,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,5,6,6,,no,60fcdd8599d18f3caf737f38,26,F,Wisconsin,USA,"College (B.A, B.S.)",,,,,,,,,
3/10/2022 9:06:45,,,23,F,"Baltimore, Maryland",USA,Masters,Since birth,12,For as long as I can remember.,19,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,3,6,4,,no,610b5ab7c6387ecf37ea0630,23,F,"Baltimore, MD",USA,Masters,,,,,,,,,
3/10/2022 10:05:46,,,22,M,Cincinnati/Ohio,United States of America,"College (B.A, B.S.)",Since birth,6,1,10,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,6,6,6,6,2,,no,60c0e96d6e03fb74043010e0,22,M,Cincinnati/Ohio,United States of America,"College (B.A, B.S.)",,,,,,,,,
3/10/2022 10:25:15,,,43,M,"Gilbert, AZ",USA,Some college,Since birth,Since birth,6,6,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,4,6,3,,no,5b9811290f2cf000010f31fb@email.prolific.co,43,M,Gilbert/AZ,USA,Some college,,,,,,,,,
3/15/2022 19:57:15,,,39,M,"Brooklyn, NY",USA,"College (B.A, B.S.)",Since birth,15,2,20+,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,3,6,4,6,2,,no,60801193150c8f60aa4884f0,39,M,"Brooklyn, NY",USA,"College (B.A, B.S.)",,,,,,,,,
3/15/2022 20:34:10,,,40,M,Baltimore / Maryland,the Divided States (of America),Some college,Since birth,13,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,2,6,2,6,2,,no,5fa4c21a04bc5912180291bc,40,M,Baltimore / Maryland,the Divided States (of America),Some college,,,,,,,,,
3/16/2022 5:57:10,,,21,M,"Brooklyn, New York",United States,"College (B.A, B.S.)",Since birth,12,For as long as I can remember.,19,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,3,6,5,6,4,,no,5c0990b854deae0001ac693c,21,M,"Brooklyn, New York",United States,"College (B.A, B.S.)",,,,,,,,,
3/16/2022 7:06:50,,,24,F,"Kings Park, New York",USA,"College (B.A, B.S.)",Since birth,3,For as long as I can remember.,6,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,6,6,5,,yes,60aef7d156d2134b8e20d737,24,F,"Kings Park, New York",USA,"College (B.A, B.S.)",,,,,,,,,
3/16/2022 7:16:24,,,32,F,Denver,USA,"College (B.A, B.S.)",Since birth,16,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,3,6,2,,no,5734afd5e7d695176c1061f8,32,F,Denver,USA,"College (B.A, B.S.)",,,,,,,,,
3/16/2022 7:53:03,,,25,M,East Hampton/Connecticut,United States,"College (B.A, B.S.)",Since birth,13,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,1,6,1,6,1,,no,5adbc051f6b58c0001fa3bbe,25,M,"East Hampton, CT",United States,"College (B.A, B.S.)",,,,,,,,,
3/16/2022 9:12:05,,,55,F,NEW YORK NY,United States,Some college,Since birth,15,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,5,6,4,,yes,5d5035c5d87393001af70561,55,F,NEW YORK NY,United States,"College (B.A, B.S.)",,,,,,,,,
3/16/2022 10:15:50,,,30,F,Charleston SC,US,Masters,Since birth,14,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,5,6,5,6,4,,no,611166031d765e419946ebcc,30,F,Charleston/SC,USA,Masters,,,,,,,,,
3/16/2022 10:57:41,,,35,F,Los Angeles,United States,"College (B.A, B.S.)",Since birth,Since birth,For as long as I can remember.,For as long as I can remember.,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,no,620bdf33a922fc3f247f7083,35,F,Los Angeles,United States,"College (B.A, B.S.)",,,,,,,,,
3/16/2022 11:26:10,,,26,F,"Los Angeles, CA",USA,"College (B.A, B.S.)",Since birth,8,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,3,6,4,6,6,,no,5f3ae3fec9e0017b42c92ee0,26,F,"Los Angeles, CA",USA,"College (B.A, B.S.)",,,,,,,,,
3/16/2022 11:26:23,,,30,F,"Sterling, IL",USA,Masters,Since birth,11,For as long as I can remember.,15,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,6,,no,6100949844ff99c54b0e755e,30,F,Sterling/IL,USA,Masters,,,,,,,,,
3/16/2022 11:42:56,,,19,F,Grand rapids/Michigan,USA,Some college,Since birth,12,For as long as I can remember.,17,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,6,6,5,,no,6109be40c17bf873b352cbef,19,F,Michigan,USA,Some college,,,,,,,,,
3/16/2022 11:43:45,,,19,F,Miami/Florida,USA,High school,Since birth,12,For as long as I can remember.,15,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,4,6,5,,no,610795acedc4b47fda202f10,19,F,Miami/FL,USA,High school,,,,,,,,,
3/16/2022 13:14:08,,,30,F,"Indianapolis, IN",USA,Some college,Since birth,13,For as long as I can remember.,16,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,3,6,4,6,4,,no,60fd444309e999dd905f78f8,30,F,"Indianapolis, IN",USA,Some college,,,,,,,,,
3/16/2022 13:25:32,,,33,F,Saint Paul MN,United States ,Some college,Since birth,14,For as long as I can remember.,15,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,5,6,5,,no,5a6d5ae19d65ec00017e9bae,33,F,Saint Paul MN ,United States ,Some college,,,,,,,,,
3/16/2022 14:14:52,,,31,F,"Norman, Oklahoma ",US,"College (B.A, B.S.)",Since birth,15,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,6,5,,no,6110af22d84e8b4c36b2f254,31,F,"Norman, Oklahoma ",US,"College (B.A, B.S.)",,,,,,,,,
3/16/2022 14:29:09,,,22,F,"Evanston, IL",United States,"College (B.A, B.S.)",Since birth,6,For as long as I can remember.,17,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,5,6,5,,no,60ca3935fb64d56e11014643,22,F,"Evanston, IL",US,"College (B.A, B.S.)",,,,,,,,,
3/16/2022 14:34:11,,,33,F,"Decatur, IL",USA,"College (B.A, B.S.)",Since birth,10,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,4,6,5,6,2,,no,573348527d01ed000f8f1615,33,F,"Decatur, IL",USA,"College (B.A, B.S.)",,,,,,,,,
3/16/2022 16:11:01,,,23,F,Chicago IL,USA,"College (B.A, B.S.)",Since birth,14,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,4,6,4,,no,61fa93245719bc09cb834c04,23,F,Chicago IL,USA,"College (B.A, B.S.)",,,,,,,,,
3/16/2022 17:22:39,,,36,M,Roanoke/VA,USA,"College (B.A, B.S.)",Since birth,13,For as long as I can remember.,14,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,4,6,5,6,4,,no,60296613d9b88a89af13006f,36,M,"Roanoke, VA",USA,"College (B.A, B.S.)",,,,,,,,,
3/16/2022 17:36:35,,,26,F,"South Bend, IN",USA,"College (B.A, B.S.)",Since birth,13,For as long as I can remember.,19,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,6,5,,no,6107397d50df8745777f484e,26,F,South Bend/IN,United States,"College (B.A, B.S.)",,,,,,,,,
3/16/2022 17:55:22,,,56,M,Utica NY,US,Masters,Since birth,20+,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,3,6,3,6,3,,no,5f9b6cc0e01ad13902b38f60,56,M,Utica NY,US,Masters,,,,,,,,,
3/16/2022 18:51:34,,,31,M,"Hollywood, FL",USA,"College (B.A, B.S.)",Since birth,Since birth,5,3,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,,no,5bf350a017a7de0001cf746a,31,M,"Hollywood, FL",USA,"College (B.A, B.S.)",,,,,,,,,
3/16/2022 19:05:35,,,21,F,"New Orleans, LA",USA,Some college,Since birth,12,For as long as I can remember.,16,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,3,6,4,6,4,,no,60fd6f8115eb43951990608b@email.prolific.co,21,F,"New Orleans, LA",USA,Some college,,,,,,,,,
3/16/2022 19:48:44,,,19,F,"Uniontown, Ohio",United States,Some college,Since birth,13,For as long as I can remember.,15,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,6,6,5,,no,60fc741369c95ce0ee91b20e,19,F,"Uniontown, Ohio",United States,Some college,,,,,,,,,
3/16/2022 19:58:25,,,20,M,Davenport/Iowa,United States,Some college,Since birth,13,6,17,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,4,6,4,,no,6110dacef7e301c696882271,20,M,Davenport/Iowa,United States,Some college,,,,,,,,,
3/16/2022 21:20:51,,,20,F,"Boston, MA",USA,Some college,Since birth,10,1,16,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,5,,no,60fda6c3daea14c8cf2b91cc,20,F,"Boston, MA",USA,Some college,,,,,,,,,
3/16/2022 21:36:16,,,23,F,"Washington , DC",USA,"College (B.A, B.S.)",5,,For as long as I can remember.,10,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,6,6,6,,yes,60fe20bbcbafdeb1047785fb,23,F,Washington DC,USA,"College (B.A, B.S.)",,,,,,,,,
3/16/2022 23:01:53,,,23,F,New York,USA,"College (B.A, B.S.)",Since birth,6,For as long as I can remember.,16,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,6,6,6,6,6,,no,612f152f7d455625729c73b7,23,F,New York,USA,"College (B.A, B.S.)",,,,,,,,,
3/16/2022 23:40:19,,,38,F,Manassas Virginia ,Usa ,"College (B.A, B.S.)",Since birth,16,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,5,6,5,,no,610b1a9f84ca0547e1342cef,38,F,Manassas Virginia ,Usa,"College (B.A, B.S.)",,,,,,,,,
3/17/2022 6:06:33,,,26,F,North Carolina,United States of America,High school,Since birth,10,3,14,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,3,6,4,6,4,,no,5da7af5830eb390016247b97,26,F,Winston Salem/North Carolina,United States of America,High school,,,,,,,,,
3/17/2022 7:23:04,,,25,M,"Boston, MA",USA,Some college,Since birth,13,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,3,6,3,6,1,,no,60b63c24348078dcffbeb8eb,25,M,"Boston, MA",USA,Some college,,,,,,,,,
3/17/2022 7:45:21,,,29,F,Mobile/Alabama,United States,Masters,Since birth,12,For as long as I can remember.,16,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,3,6,4,6,3,,no,5c6ef68b8012040001ff4f70,29,F,Mobile/Alabama,United States,Masters,,,,,,,,,
3/17/2022 7:59:33,,,57,F,North Hampton/ New Hampshire,United States,Some college,3,8,4,9,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,3,5,2,,no,6157b6f47949b07006a288d1,57,F,North Hampton New Hampshire,United States,Some college,,,,,,,,,
3/17/2022 9:06:44,,,26,F,"Tuscaloosa, Alabama",United States,"College (B.A, B.S.)",Since birth,15,For as long as I can remember.,19,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,6,6,6,,no,60a3ebf5468834abddb5d0aa,26,F,"Tuscaloosa, alabama ",United States,"College (B.A, B.S.)",,,,,,,,,
3/17/2022 9:25:19,,,36,M,"San Luis Obispo, CA",USA,"College (B.A, B.S.)",Since birth,18,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,4,6,3,,no,5c91658e319e1200014f6f9b,36,M,San Luis Obispo/CA,USA,"College (B.A, B.S.)",,,,,,,,,
3/17/2022 10:21:57,,,25,F,"Hernando, Florida",United States of America,"College (B.A, B.S.)",Since birth,16,For as long as I can remember.,17,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,3,6,4,,no,611154fe069a615f244b49aa,25,F,Hernando/Florida,United States of America,"College (B.A, B.S.)",,,,,,,,,
3/17/2022 11:23:06,,,42,F," Asheville, NC",USA,Masters,Since birth,7,For as long as I can remember.,16,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,4,6,4,,no,6015e67814eb10734088e51e,42,F,"Asheville, NC",USA,Masters,,,,,,,,,
3/17/2022 11:51:32,,,21,M,pennsylvania,united states,Some college,Since birth,4,,12,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,6,6,6,6,5,,yes,611dac99914fe72646782e01,21,M,pennsylvania,united states,Some college,,,,,,,,,
3/17/2022 13:44:35,,,32,M,"New Braunfels, TX",United States,"College (B.A, B.S.)",Since birth,20+,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,5,6,5,,no,60fdbf3649d66c64177af5e0,32,M,"New Braunfels, TX",United States,"College (B.A, B.S.)",,,,,,,,,
3/17/2022 13:49:58,,,31,M,Buda/Texas,United States,"College (B.A, B.S.)",Since birth,12,4,20+,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,5,3,,no,5c8be0dd542fbd0016924f5f,31,M,Buda/Texas,United States,"College (B.A, B.S.)",,,,,,,,,
3/17/2022 14:09:10,,,21,F,Provo/ Utah,United States,Some college,Since birth,14,For as long as I can remember.,19,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,5,,no,60f0dcbc59e623de37ddc745,21,F,Provo/ Utah,United States,Some college,,,,,,,,,
3/17/2022 14:24:32,,,22,F,"Providence, RI",USA,"College (B.A, B.S.)",Since birth,9,For as long as I can remember.,16,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,3,6,3,6,3,,no,60fe21f1ac638cc96ae2214a,22,F,"Providence, RI",USA,"College (B.A, B.S.)",,,,,,,,,
3/17/2022 14:44:21,,,24,F,Illinois,USA,"College (B.A, B.S.)",Since birth,12,For as long as I can remember.,18,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,6,6,6,,no,61115d821fe239854dfcdf13,24,F,Illinois,USA,"College (B.A, B.S.)",,,,,,,,,
3/17/2022 14:52:13,,,18,M,"Atlanta, Georgia",United States,Some college,Since birth,5,3,14,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,4,,no,5e9f766e2535380e106a8c6b,18,M,Atlanta/Georgia,United States,Some college,,,,,,,,,
3/17/2022 15:35:53,,,21,M,ventura california,usa,Less than high school,Since birth,18,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,3,6,3,6,4,,no,601f3c60d99fb849d9452161,21,M,Ventura california,usa,Less than high school,,,,,,,,,
3/17/2022 18:19:37,,,35,F,"Earlville, Illinois",United States of America,Masters,Since birth,13,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,4,6,5,6,5,,no,5dd733664524e76dc4537fe2,35,F,"Earlville, Illinois",USA,Masters,,,,,,,,,
3/17/2022 21:08:22,,,31,F,"Arlington, VA",USA,Masters,Since birth,11,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,6,6,5,,no,5dc3841029bf8929c19e2863,31,F,Arlington/ VA,USA,Masters,,,,,,,,,
3/17/2022 21:15:18,,,23,F,"Fort Collins, CO",USA,Some graduate school,Since birth,14,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,5,6,4,,no,60ff3a07d734239b4406270b,23,F,"Fort Collins, CO",USA,Some graduate school,,,,,,,,,
3/17/2022 22:49:02,,,19,F,Midland/MI,United States,High school,Since birth,13,For as long as I can remember.,17,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,4,6,2,,no,60ff0c8618fe5e6198b886be,19,F,Midland/MI,United States,High school,,,,,,,,,
3/19/2022 18:18:23,,,23,F,"Houston, TX",USA,Some graduate school,Since birth,16,For as long as I can remember.,Not yet comfortable.,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,5,6,3,,no,612065dc0aa390e70c9848ff,23,F,Houston/Texas,USA,Some graduate school,,,,,,,,,
3/20/2022 15:36:36,,,28,F,"Kansas City, MO",USA ,Masters,Since birth,5,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,5,6,5,,no,6108c4101a5434271640ebf5,28,F,"Kansas City, MO ",United States,Masters,,,,,,,,,
3/20/2022 15:43:26,,,24,F,"Boise, Idaho ",United States,"College (B.A, B.S.)",Since birth,14,For as long as I can remember.,17,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,3,,no,610211e10b320993a8fcc47a,24,F,Boise/Idaho,USA,"College (B.A, B.S.)",,,,,,,,,
3/20/2022 18:18:28,,,30,F,Rochester NY,USA,Masters,Since birth,12,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,4,6,4,6,3,,no,5f22bdb732432502a2615f3f,30,F,Rochester NY,UNITED States of America,Masters,,,,,,,,,
3/21/2022 0:33:54,,,37,M,Laguna Hills/CA,United States,Masters,Since birth,20+,For as long as I can remember.,20+,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,5,6,5,6,4,,no,5f13863cc6197238777ba81e,37,M,Laguna Hills/CA,United States,Masters,,,,,,,,,
3/21/2022 7:13:12,,,38,F,"Washington, DC",United States,Masters,Since birth,16,For as long as I can remember.,18,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,4,,no,615319d866568008794b8848,38,F,"Washington, DC",United States,Masters,,,,,,,,,
3/21/2022 7:52:25,,,23,F,"Indianapolis, IN",United States,"College (B.A, B.S.)",Since birth,13,For as long as I can remember.,16,,,,,,,,,,,,,,,,,,,,,,,,6,,4,3,6,4,,3,,no,61109bea02b58de30874c0b1,23,F,Indianapolis/Indiana,United States of America,"College (B.A, B.S.)",,,,,,,,,
3/21/2022 11:11:34,,,34,F,"Glen Burnie, MD",USA,PhD / MD / JD,Since birth,4,For as long as I can remember.,10,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,6,6,5,,no,5f869b703a15e41ee32f5b19,34,F,"Glen Burnie, MD",USA,PhD / MD / JD,,,,,,,,,
3/21/2022 11:19:49,,,22,F,"Chattanooga, TN",USA,"College (B.A, B.S.)",Since birth,5,For as long as I can remember.,19,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,4,6,2,,no,615c5d5d1768e12bba80f289,22,F,"Chattanooga, TN",USA,"College (B.A, B.S.)",,,,,,,,,
3/21/2022 11:47:12,,,19,F,"Los Angeles, California ",United States,Some college,Since birth,13,For as long as I can remember.,17,,,,,,,,,,,,,,,,,,,,,,,,6,5,6,6,6,6,6,6,,no,61078342b757ebe17dfbb5ad,19,F,"Los Angeles, California",United States,Some college,,,,,,,,,
3/21/2022 12:00:50,,,25,M,Augusta ga,USA,"College (B.A, B.S.)",Since birth,Since birth,12,20+,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,4,6,1,6,1,,no,5fad9934e0f4c3142fda0cb3,25,M,Augusta/Georgia,United States,"College (B.A, B.S.)",,,,,,,,,
3/21/2022 13:29:16,,,49,F,"Novato, CA",USA,Some college,Since birth,11,For as long as I can remember.,14,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,5,6,5,6,5,,yes,5e5593e29a302e59cb575f46,49,F,Novato/CA,United States,Some college,,,,,,,,,
